date,Open,High,Low,Close,Adjusted Close,Volume,Dividend Amount,Split Coefficient
2020-11-27,15.29,16.74,14.88,16.08,16.08,12504197.0,0.0,1.0
2020-11-25,13.6,15.25,13.42,14.75,14.75,8860092.0,0.0,1.0
2020-11-24,14.23,14.26,13.3,13.67,13.67,7130536.0,0.0,1.0
2020-11-23,12.9,14.12,12.67,13.9,13.9,9607973.0,0.0,1.0
2020-11-20,12.55,13.46,12.54,12.71,12.71,8402347.0,0.0,1.0
2020-11-19,11.6,12.79,11.45,12.46,12.46,11787613.0,0.0,1.0
2020-11-18,11.8,12.04,11.56,11.57,11.57,3169222.0,0.0,1.0
2020-11-17,11.65,11.92,11.23,11.63,11.63,6678176.0,0.0,1.0
2020-11-16,11.16,12.6602,10.72,12.06,12.06,9774824.0,0.0,1.0
2020-11-13,11.36,11.55,11.0,11.01,11.01,3546171.0,0.0,1.0
2020-11-12,11.74,11.87,10.97,11.13,11.13,4355892.0,0.0,1.0
2020-11-11,11.5,11.95,11.21,11.75,11.75,4882569.0,0.0,1.0
2020-11-10,11.5,11.66,10.83,11.1,11.1,3825963.0,0.0,1.0
2020-11-09,12.76,12.93,11.25,11.49,11.49,6244865.0,0.0,1.0
2020-11-06,11.52,12.17,11.32,11.86,11.86,5518243.0,0.0,1.0
2020-11-05,11.27,11.84,11.06,11.45,11.45,4705245.0,0.0,1.0
2020-11-04,11.76,11.7699,10.61,10.91,10.91,5807871.0,0.0,1.0
2020-11-03,10.75,11.86,10.63,11.57,11.57,7454472.0,0.0,1.0
2020-11-02,10.82,11.09,10.5,10.75,10.75,5227011.0,0.0,1.0
2020-10-30,11.64,11.64,10.36,10.47,10.47,11562367.0,0.0,1.0
2020-10-29,11.88,12.25,11.6801,11.73,11.73,4165843.0,0.0,1.0
2020-10-28,12.27,13.05,11.78,11.82,11.82,6388580.0,0.0,1.0
2020-10-27,13.71,13.71,12.36,12.69,12.69,7231006.0,0.0,1.0
2020-10-26,14.93,15.45,13.26,13.45,13.45,13376269.0,0.0,1.0
2020-10-23,15.05,15.38,14.55,15.0,15.0,6507324.0,0.0,1.0
2020-10-22,14.2,15.87,14.19,14.91,14.91,16212232.0,0.0,1.0
2020-10-21,13.9,14.42,13.8,14.1,14.1,5361928.0,0.0,1.0
2020-10-20,14.03,14.143,13.665,13.86,13.86,6603951.0,0.0,1.0
2020-10-19,13.44,14.5,13.38,13.91,13.91,13169073.0,0.0,1.0
2020-10-16,13.77,13.9,13.08,13.31,13.31,11651578.0,0.0,1.0
2020-10-15,11.99,15.1,11.99,13.83,13.83,39894822.0,0.0,1.0
2020-10-14,12.67,12.68,12.05,12.25,12.25,10776762.0,0.0,1.0
2020-10-13,11.73,12.42,11.65,11.88,11.88,10179708.0,0.0,1.0
2020-10-12,11.66,12.7662,11.4,11.8,11.8,23655701.0,0.0,1.0
2020-10-09,12.83,14.8,11.9,12.02,12.02,77152780.0,0.0,1.0
2020-10-08,9.54,13.64,9.19,13.49,13.49,76453557.0,0.0,1.0
2020-10-07,9.23,9.56,9.1678,9.36,9.36,3308644.0,0.0,1.0
2020-10-06,9.56,9.835,9.1,9.13,9.13,4535421.0,0.0,1.0
2020-10-05,9.44,9.59,9.2502,9.46,9.46,2804969.0,0.0,1.0
2020-10-02,9.38,9.78,9.3,9.39,9.39,4340484.0,0.0,1.0
