date,Open,High,Low,Close,Adjusted Close,Volume,Dividend Amount,Split Coefficient
2020-12-09,4.22,4.33,3.75,3.86,3.86,20991197.0,0.0,1.0
2020-12-08,3.61,4.02,3.61,3.98,3.98,29530632.0,0.0,1.0
2020-12-07,3.45,3.74,3.33,3.56,3.56,20503852.0,0.0,1.0
2020-12-04,3.75,3.76,3.3,3.51,3.51,33157263.0,0.0,1.0
2020-12-03,4.01,4.215,3.5,3.63,3.63,66080891.0,0.0,1.0
2020-12-02,4.08,4.34,3.95,4.32,4.32,11847629.0,0.0,1.0
2020-12-01,4.43,4.43,4.09,4.15,4.15,12047814.0,0.0,1.0
2020-11-30,4.41,4.45,3.99,4.27,4.27,16554987.0,0.0,1.0
2020-11-27,4.54,4.62,4.36,4.45,4.45,10097374.0,0.0,1.0
2020-11-25,4.57,4.85,4.2,4.49,4.49,22647306.0,0.0,1.0
2020-11-24,4.16,5.0,4.15,4.58,4.58,62172590.0,0.0,1.0
2020-11-23,3.51,3.85,3.41,3.81,3.81,31514579.0,0.0,1.0
2020-11-20,3.25,3.37,3.21,3.35,3.35,17088783.0,0.0,1.0
2020-11-19,3.16,3.375,3.15,3.19,3.19,13986442.0,0.0,1.0
2020-11-18,3.08,3.37,3.01,3.26,3.26,31717281.0,0.0,1.0
2020-11-17,3.01,3.04,2.9,2.98,2.98,22482959.0,0.0,1.0
2020-11-16,3.39,3.39,3.05,3.11,3.11,47604346.0,0.0,1.0
2020-11-13,2.98,2.99,2.78,2.97,2.97,22451870.0,0.0,1.0
2020-11-12,3.07,3.07,2.92,2.94,2.94,14836046.0,0.0,1.0
2020-11-11,3.2308,3.24,3.0,3.13,3.13,24066098.0,0.0,1.0
2020-11-10,3.99,4.03,3.34,3.51,3.51,42129263.0,0.0,1.0
2020-11-09,4.27,4.39,3.23,3.77,3.77,132510953.0,0.0,1.0
2020-11-06,2.43,2.62,2.33,2.49,2.49,9049450.0,0.0,1.0
2020-11-05,2.35,2.57,2.27,2.46,2.46,8056242.0,0.0,1.0
2020-11-04,2.4,2.4299,2.2401,2.31,2.31,7609136.0,0.0,1.0
2020-11-03,2.34,2.59,2.3,2.34,2.34,15441929.0,0.0,1.0
2020-11-02,2.3,2.32,2.11,2.15,2.15,11180071.0,0.0,1.0
2020-10-30,2.48,2.49,2.28,2.36,2.36,11013232.0,0.0,1.0
2020-10-29,2.65,2.68,2.48,2.52,2.52,9019304.0,0.0,1.0
2020-10-28,2.69,2.74,2.58,2.61,2.61,8141103.0,0.0,1.0
2020-10-27,2.88,2.9,2.61,2.79,2.79,11251269.0,0.0,1.0
2020-10-26,2.92,2.93,2.68,2.75,2.75,10458790.0,0.0,1.0
2020-10-23,3.13,3.15,2.95,2.97,2.97,6634962.0,0.0,1.0
2020-10-22,2.96,3.15,2.84,3.12,3.12,12339596.0,0.0,1.0
2020-10-21,3.1,3.1299,2.98,3.0,3.0,7277305.0,0.0,1.0
2020-10-20,3.3,3.31,3.05,3.09,3.09,15978782.0,0.0,1.0
2020-10-19,3.31,3.88,3.23,3.54,3.54,40385068.0,0.0,1.0
2020-10-16,2.87,3.29,2.8,3.04,3.04,18565805.0,0.0,1.0
2020-10-15,2.84,2.96,2.76,2.78,2.78,9808591.0,0.0,1.0
2020-10-14,3.09,3.2,2.66,2.96,2.96,31761265.0,0.0,1.0
2020-10-13,3.9,3.91,3.52,3.54,3.54,10164744.0,0.0,1.0
2020-10-12,4.03,4.09,4.0,4.08,4.08,3245671.0,0.0,1.0
2020-10-09,4.17,4.18,4.04,4.05,4.05,5021406.0,0.0,1.0
2020-10-08,4.13,4.185,4.02,4.14,4.14,7868481.0,0.0,1.0
2020-10-07,4.08,4.11,3.94,4.04,4.04,6917700.0,0.0,1.0
2020-10-06,4.26,4.27,4.05,4.06,4.06,8404181.0,0.0,1.0
2020-10-05,4.3,4.36,4.05,4.13,4.13,9468797.0,0.0,1.0
2020-10-02,4.48,4.66,4.42,4.65,4.65,3575994.0,0.0,1.0
