date,Open,High,Low,Close,Adjusted Close,Volume,Dividend Amount,Split Coefficient
2021-01-21,148.42,148.42,144.54,144.81,144.81,7291688.0,0.0,1.0
2021-01-20,148.9525,149.8,146.71,147.11,147.11,7964428.0,0.0,1.0
2021-01-19,145.36,146.22,144.11,146.13,146.13,7212007.0,0.0,1.0
2021-01-15,146.87,148.01,141.68,141.91,141.91,9489447.0,0.0,1.0
2021-01-14,143.3621,147.45,142.78,145.28,145.28,7691086.0,0.0,1.0
2021-01-13,141.93,143.5,140.5,141.72,141.72,5182132.0,0.0,1.0
2021-01-12,140.18,141.66,139.04,140.99,140.99,6023723.0,0.0,1.0
2021-01-11,140.25,140.63,136.8,138.22,138.22,8217794.0,0.0,1.0
2021-01-08,142.03,145.64,139.29,142.48,142.48,12830291.0,0.0,1.0
2021-01-07,131.16,138.62,131.13,138.38,138.38,8145072.0,0.0,1.0
2021-01-06,126.69,131.15,125.85,128.23,128.23,6847549.0,0.0,1.0
2021-01-05,124.38,127.84,124.08,127.76,127.76,5362219.0,0.0,1.0
2021-01-04,126.22,127.19,122.44,124.69,124.69,8314433.0,0.0,1.0
2020-12-31,127.72,127.74,123.965,124.49,124.49,5444844.0,0.0,1.0
2020-12-30,125.7821,127.55,125.56,127.1,127.1,5106311.0,0.0,1.0
2020-12-29,128.53,128.69,120.81,124.32,124.32,10938423.0,2.0443,1.0
2020-12-28,135.55,135.85,129.72,129.8,127.700117834,9192768.0,0.0,1.0
2020-12-24,135.64,136.08,132.42,133.03,130.877863447,4038272.0,0.0,1.0
2020-12-23,137.0181,137.08,132.81,134.96,132.776640238,7202886.0,0.0,1.0
2020-12-22,134.4,135.729,132.67,135.05,132.865184233,7465764.0,0.0,1.0
2020-12-21,126.97,133.01,126.25,131.34,129.215203978,6958920.0,0.0,1.0
2020-12-18,127.57,128.199,125.94,127.3,125.240562406,4205140.0,0.0,1.0
2020-12-17,125.34,126.54,124.79,126.07,124.030461135,3860680.0,0.0,1.0
2020-12-16,124.7,125.13,122.5223,123.95,121.944758132,3231593.0,0.0,1.0
2020-12-15,126.45,126.45,123.24,124.3,122.289095892,4390551.0,0.0,1.0
2020-12-14,126.09,127.65,124.2001,124.25,122.239904783,4670451.0,0.0,1.0
2020-12-11,124.94,125.84,121.6801,123.87,121.866052358,5271138.0,0.0,1.0
2020-12-10,117.75,125.32,117.72,125.2,123.174535846,5094458.0,0.0,1.0
2020-12-09,123.88,125.53,118.76,119.98,118.038984112,7841698.0,0.0,1.0
2020-12-08,121.27,122.91,120.15,122.17,120.193554667,4349588.0,0.0,1.0
2020-12-07,119.01,122.02,118.28,120.68,118.727659632,4445128.0,0.0,1.0
2020-12-04,115.84,117.3596,114.7601,117.19,115.294120254,3384408.0,0.0,1.0
2020-12-03,113.52,115.55,112.9501,114.28,112.431197735,2962432.0,0.0,1.0
2020-12-02,111.46,112.47,109.6,112.34,110.522582723,2473274.0,0.0,1.0
2020-12-01,114.0,114.2,112.1379,112.76,110.935788035,3057967.0,0.0,1.0
2020-11-30,113.66,113.76,108.8,112.37,110.552097388,3235662.0,0.0,1.0
2020-11-27,109.85,111.8259,109.094,111.78,109.971642307,1909489.0,0.0,1.0
2020-11-25,106.41,108.54,105.92,108.48,106.725029142,2135858.0,0.0,1.0
2020-11-24,109.08,109.39,105.91,106.14,104.422885261,3051253.0,0.0,1.0
2020-11-23,106.27,108.28,105.6,107.42,105.68217764,3730244.0,0.0,1.0
2020-11-20,103.79,105.5,103.1735,104.9,103.202945769,2013108.0,0.0,1.0
2020-11-19,101.24,103.8739,101.24,103.26,101.589477408,2270235.0,0.0,1.0
2020-11-18,101.5,102.42,100.5633,101.02,99.3857157441,2449509.0,0.0,1.0
2020-11-17,100.65,101.25,99.64,101.23,99.5923184001,2460751.0,0.0,1.0
2020-11-16,99.65,99.99,98.202,99.54,97.9296589306,2056884.0,0.0,1.0
2020-11-13,99.95,100.68,98.7,99.4,97.7919238266,1832876.0,0.0,1.0
2020-11-12,99.6,100.4,98.32,98.89,97.2901745192,2493790.0,0.0,1.0
2020-11-11,96.79,98.78,96.01,98.73,97.1327629718,4150740.0,0.0,1.0
2020-11-10,97.26,97.6199,91.8,94.76,93.2269889518,4419827.0,0.0,1.0
2020-11-09,105.0,105.5,97.38,97.43,95.8537941491,4653959.0,0.0,1.0
2020-11-06,101.15,102.63,99.61,102.08,100.428567246,3238643.0,0.0,1.0
2020-11-05,100.73,100.98,99.21,100.82,99.1889513098,4254406.0,0.0,1.0
2020-11-04,95.93,98.32,95.22,97.51,95.9324999228,4374738.0,0.0,1.0
2020-11-03,92.22,93.78,90.95,93.16,91.6528734777,2810288.0,0.0,1.0
2020-11-02,91.97,92.5198,89.39,90.8,89.3310531535,3886154.0,0.0,1.0
2020-10-30,95.0,95.15,89.95,90.79,89.3212149317,4217091.0,0.0,1.0
2020-10-29,95.6,96.46,94.93,95.99,94.4370902225,2078498.0,0.0,1.0
2020-10-28,96.31,96.37,94.35,94.75,93.2171507301,2518866.0,0.0,1.0
2020-10-27,97.84,98.9946,97.635,98.63,97.0343807547,1410243.0,0.0,1.0
2020-10-26,98.16,99.84,95.8601,97.2,95.6275150497,2342242.0,0.0,1.0
2020-10-23,99.12,99.18,97.41,99.18,97.5754829489,1875291.0,0.0,1.0
2020-10-22,99.16,99.84,96.855,98.58,96.9851896461,2444788.0,0.0,1.0
2020-10-21,100.15,100.77,97.7,97.95,96.3653816782,2869832.0,0.0,1.0
2020-10-20,102.84,103.28,100.75,100.83,99.1987895315,2197938.0,0.0,1.0
2020-10-19,104.11,104.55,101.86,102.25,100.595817015,2480843.0,0.0,1.0
2020-10-16,104.08,104.5,102.7001,102.76,101.097566322,2088541.0,0.0,1.0
2020-10-15,101.4,103.0767,101.12,102.83,101.166433874,2407729.0,0.0,1.0
2020-10-14,105.65,106.15,103.5,103.77,102.091226715,3546382.0,0.0,1.0
2020-10-13,102.79,105.2,102.16,104.83,103.134078217,3364109.0,0.0,1.0
2020-10-12,104.77,105.0,102.26,102.33,100.674522788,3083154.0,0.0,1.0
2020-10-09,101.66,103.03,101.32,102.76,101.097566322,2728161.0,0.0,1.0
2020-10-08,101.8599,101.8599,100.19,100.57,98.942995767,2437392.0,0.0,1.0
2020-10-07,97.1,100.02,97.1,99.21,97.604997614,3147284.0,0.0,1.0
2020-10-06,95.94,97.91,94.88,95.67,94.1222671277,2497333.0,0.0,1.0
2020-10-05,93.56,95.96,93.56,95.89,94.3387080053,1830396.0,0.0,1.0
2020-10-02,91.56,94.06,91.55,92.32,90.8264628538,2792072.0,0.0,1.0
